"ï»¿""Plot Title: ff2-107""",,,,
#,"Date Time, GMT+00:00","Wind Speed, mph","Gust Speed, mph",Wind Direction
470,1/30/2013 00:02,10.13,10.13,200.8
471,1/30/2013 00:02,10.69,10.69,189.5
472,1/30/2013 00:02,12.95,12.95,193.7
473,1/30/2013 00:02,12.95,12.95,188.1
474,1/30/2013 00:02,12.39,12.39,193.7
475,1/30/2013 00:02,12.39,12.39,202.2
476,1/30/2013 00:02,10.69,10.69,202.2
477,1/30/2013 00:02,10.69,10.69,198
478,1/30/2013 00:03,14.65,14.65,202.2
479,1/30/2013 00:03,16.33,16.33,202.2
480,1/30/2013 00:03,14.65,14.65,189.5
481,1/30/2013 00:03,14.65,14.65,176.9
482,1/30/2013 00:03,12.39,12.39,193.7
483,1/30/2013 00:03,14.09,14.09,179.7
484,1/30/2013 00:03,12.95,12.95,174.1
485,1/30/2013 00:03,11.83,11.83,188.1
486,1/30/2013 00:03,11.83,11.83,206.4
487,1/30/2013 00:03,12.39,12.39,181.1
488,1/30/2013 00:03,12.95,12.95,186.7
489,1/30/2013 00:03,14.65,14.65,178.3
490,1/30/2013 00:03,14.09,14.09,186.7
491,1/30/2013 00:03,13.51,13.51,193.7
492,1/30/2013 00:03,12.39,12.39,206.4
493,1/30/2013 00:03,17.47,17.47,209.2
494,1/30/2013 00:03,18.03,18.03,206.4
495,1/30/2013 00:03,14.65,14.65,203.6
496,1/30/2013 00:03,11.27,11.27,186.7
497,1/30/2013 00:03,11.83,11.83,198
498,1/30/2013 00:04,12.95,12.95,209.2
499,1/30/2013 00:04,11.27,11.27,206.4
500,1/30/2013 00:04,11.27,11.27,200.8
501,1/30/2013 00:04,12.95,12.95,203.6
502,1/30/2013 00:04,11.83,11.83,203.6
503,1/30/2013 00:04,11.83,11.83,206.4
504,1/30/2013 00:04,10.69,10.69,192.3
505,1/30/2013 00:04,10.13,10.13,202.2
506,1/30/2013 00:04,9.57,9.57,196.5
507,1/30/2013 00:04,9.57,9.57,193.7
508,1/30/2013 00:04,9.57,9.57,181.1
509,1/30/2013 00:04,9.01,9.01,207.8
510,1/30/2013 00:04,10.13,10.13,186.7
511,1/30/2013 00:04,10.13,10.13,198
512,1/30/2013 00:04,8.46,8.46,196.5
513,1/30/2013 00:04,11.27,11.27,186.7
514,1/30/2013 00:04,10.13,10.13,200.8
515,1/30/2013 00:04,9.57,9.57,202.2
516,1/30/2013 00:04,9.57,9.57,214.8
517,1/30/2013 00:04,10.13,10.13,189.5
518,1/30/2013 00:05,11.83,11.83,186.7
519,1/30/2013 00:05,11.27,11.27,196.5
520,1/30/2013 00:05,16.33,16.33,193.7
521,1/30/2013 00:05,16.89,16.89,189.5
522,1/30/2013 00:05,15.77,15.77,195.1
523,1/30/2013 00:05,15.21,15.21,192.3
524,1/30/2013 00:05,13.51,13.51,200.8
525,1/30/2013 00:05,12.95,12.95,192.3
526,1/30/2013 00:05,16.89,16.89,185.3
527,1/30/2013 00:05,18.03,18.03,179.7
528,1/30/2013 00:05,17.47,17.47,172.7
529,1/30/2013 00:05,15.21,15.21,186.7
530,1/30/2013 00:05,12.95,12.95,185.3
531,1/30/2013 00:05,13.51,13.51,165.7
532,1/30/2013 00:05,15.21,15.21,181.1
533,1/30/2013 00:05,16.33,16.33,176.9
534,1/30/2013 00:05,14.65,14.65,189.5
535,1/30/2013 00:05,15.21,15.21,202.2
536,1/30/2013 00:05,15.77,15.77,189.5
537,1/30/2013 00:05,14.09,14.09,189.5
538,1/30/2013 00:06,12.95,12.95,209.2
539,1/30/2013 00:06,11.83,11.83,202.2
540,1/30/2013 00:06,12.39,12.39,198
541,1/30/2013 00:06,13.51,13.51,196.5
542,1/30/2013 00:06,12.39,12.39,198
543,1/30/2013 00:06,12.95,12.95,192.3
544,1/30/2013 00:06,15.21,15.21,189.5
545,1/30/2013 00:06,14.09,14.09,195.1
546,1/30/2013 00:06,12.95,12.95,181.1
547,1/30/2013 00:06,13.51,13.51,165.7
548,1/30/2013 00:06,10.69,10.69,186.7
549,1/30/2013 00:06,11.83,11.83,192.3
550,1/30/2013 00:06,11.83,11.83,182.5
551,1/30/2013 00:06,15.77,15.77,188.1
552,1/30/2013 00:06,15.21,15.21,186.7
